57 11
56 12
55 13
54 14
53 15
52 16
51 17
51 18
51 19
51 20
51 21
51 22
51 23
52 24
52 25
52 26
52 27
51 28
50 28
49 29
48 29
47 29
46 29
45 29
44 29
43 29
42 30
41 30
40 30
39 31
38 32
37 33
36 33
35 34
34 35
34 36
33 37
33 38
32 39
31 40
30 41
30 42
29 43
28 44
28 45
27 46
26 47
25 48
24 49
23 50
23 51
22 52
22 53
22 54
22 55
22 56
23 57
24 57
25 56
26 55
27 54
28 53
29 52
30 52
31 51
32 50
33 49
34 48
35 47
36 46
36 45
37 44
38 43
39 43
40 42
41 41
42 41
43 41
44 42
45 43
45 44
46 45
46 46
46 47
47 48
47 49
47 50
48 51
48 52
48 53
49 54
49 55
49 56
49 57
50 58
50 59
50 60
50 61
51 62
51 63
51 64
51 65
51 66
51 67
51 68
50 69
50 70
49 71
49 72
49 73
48 74
48 75
47 76
46 77
46 78
45 79
45 80
44 81
43 82
43 83
42 84
41 85
41 86
40 87
39 88
39 89
38 90
37 91
37 92
36 93
36 94
35 95
35 96
34 97
33 98
33 99
32 100
32 101
31 102
31 103
31 104
30 105
30 106
30 107
31 108
32 108
33 108
34 107
35 107
36 106
37 105
38 104
39 103
40 102
41 101
41 100
42 99
43 98
44 97
45 96
46 95
46 94
47 93
48 92
49 91
50 90
51 89
51 88
52 87
53 86
54 85
55 84
55 83
56 82
57 81
58 80
59 79
60 79
61 79
62 79
63 80
63 81
64 81
65 82
65 83
66 84
66 85
67 86
67 87
68 87
69 88
69 89
70 90
71 91
71 92
72 93
72 94
73 94
74 95
74 96
75 97
75 98
76 99
77 99
78 100
78 101
79 102
79 103
80 104
80 105
81 106
82 106
83 107
84 108
85 107
86 108
86 107
86 106
86 105
86 104
85 103
85 102
85 101
85 100
84 99
84 98
83 97
83 96
82 95
82 94
81 93
81 92
80 92
79 91
78 90
78 89
78 88
77 87
77 86
76 85
76 84
75 83
75 82
74 82
73 81
73 80
73 79
73 78
72 78
71 77
71 76
70 75
69 74
69 73
69 72
69 71
69 70
68 69
67 68
68 67
68 66
68 65
68 64
68 63
68 62
69 61
69 60
69 59
69 58
70 57
70 56
70 55
70 54
70 53
71 52
71 51
71 50
71 49
71 48
72 47
72 46
72 45
72 44
73 43
73 42
74 41
75 41
76 41
77 41
78 42
79 42
80 43
81 44
82 45
82 46
83 47
84 48
85 49
86 50
87 51
88 52
88 53
89 54
90 55
91 56
92 57
93 57
94 58
95 59
96 60
97 60
98 59
99 59
99 58
99 57
98 56
98 55
97 54
97 53
96 52
95 51
94 50
94 49
93 48
92 47
92 46
91 45
90 44
90 43
89 42
88 41
87 40
87 39
86 38
85 37
84 36
83 35
83 34
82 33
81 32
80 32
79 31
78 30
77 30
76 29
75 29
74 29
73 29
72 29
71 29
70 29
69 29
68 28
67 27
66 26
66 25
67 24
67 23
67 22
67 21
67 20
67 19
67 18
66 17
66 16
65 15
64 14
64 13
63 12
62 12
61 11
60 11
59 11
58 11
57 11
