22 4
21 5
20 6
19 5
18 6
17 6
16 6
16 7
15 8
14 8
13 9
12 10
11 11
10 12
11 13
10 14
9 15
8 16
9 17
8 18
7 18
7 19
7 20
7 21
7 22
6 23
7 24
6 25
5 26
5 27
5 28
5 29
5 30
5 31
5 32
5 33
6 34
6 35
6 36
7 37
7 38
7 39
7 40
7 41
7 42
8 42
9 43
8 44
9 45
10 46
11 47
11 48
11 49
12 50
13 51
14 52
15 52
16 53
16 54
17 54
18 55
19 56
19 57
20 58
21 59
22 60
23 61
24 61
25 62
25 63
26 62
27 63
28 64
29 65
30 66
31 67
32 68
33 69
34 70
35 71
36 71
37 71
38 72
39 73
39 74
40 74
41 75
42 75
43 76
43 77
44 77
45 78
46 78
47 79
48 80
49 81
50 82
51 83
52 84
53 85
53 86
54 86
55 87
55 88
56 89
57 90
58 90
59 90
60 89
61 88
62 87
63 86
64 86
65 86
66 85
67 84
68 83
69 82
70 82
71 82
71 81
72 80
73 80
74 80
75 79
76 78
77 78
78 78
79 77
80 76
81 75
82 74
83 74
84 73
85 73
86 72
87 72
87 71
88 70
89 69
90 69
91 69
92 68
93 67
94 66
95 65
96 64
97 63
98 62
99 61
100 60
99 59
100 58
101 57
102 56
103 56
103 55
104 54
105 53
104 52
105 51
106 50
106 49
106 48
107 47
108 46
108 45
108 44
108 43
109 42
108 41
109 40
109 39
109 38
109 37
110 36
110 35
110 34
110 33
110 32
110 31
110 30
109 29
108 28
109 27
108 26
108 25
108 24
108 23
107 22
106 21
106 20
105 19
105 18
105 17
104 16
103 15
102 14
101 13
100 13
99 13
98 12
98 11
97 11
96 10
95 9
94 10
93 9
92 8
91 8
90 8
89 8
88 8
87 7
86 6
85 6
84 6
83 6
82 6
81 6
80 7
79 8
78 8
77 8
76 9
75 10
74 10
73 11
72 11
72 12
71 13
70 14
69 15
69 16
68 17
67 18
66 19
65 20
66 21
65 22
64 23
63 24
63 25
63 26
62 27
62 28
61 29
61 30
60 31
60 32
60 33
59 34
58 35
57 34
57 33
57 32
56 32
55 31
56 30
55 29
54 28
53 27
54 26
53 25
52 24
51 23
52 22
51 21
50 20
50 19
50 18
49 18
48 17
47 16
47 15
47 14
46 13
45 12
44 11
43 11
42 11
41 10
41 9
40 9
39 8
38 8
37 8
36 7
36 6
35 6
34 6
33 6
32 6
31 5
30 5
29 4
28 4
27 4
26 4
25 4
24 4
23 4
22 4
