296
106 64
106 65
107 65
107 66
107 67
107 68
107 69
108 69
108 70
108 71
108 72
108 73
108 74
108 75
108 76
108 77
108 78
107 78
107 79
107 80
107 81
106 81
106 82
105 82
105 83
105 84
104 84
104 85
103 85
103 86
102 86
102 87
101 87
101 88
100 88
100 89
99 89
98 89
98 90
97 90
97 91
96 91
95 91
94 91
94 92
93 92
92 92
92 93
91 93
90 93
89 93
88 93
88 94
87 94
86 94
85 94
84 94
83 94
82 94
82 95
81 95
80 95
79 95
78 95
77 95
76 95
75 95
74 95
73 95
72 95
72 94
71 94
70 94
69 94
68 94
67 94
66 94
65 94
65 93
64 93
63 93
62 93
61 93
60 93
60 92
59 92
58 92
57 92
57 91
56 91
55 91
54 91
54 90
53 90
52 90
51 90
51 89
50 89
49 89
49 88
48 88
47 88
47 87
46 87
45 87
45 86
44 86
43 86
43 85
42 85
42 84
41 84
40 84
40 83
39 83
39 82
38 82
37 82
37 81
36 81
36 80
35 80
35 79
34 79
33 79
33 78
32 78
32 77
31 77
31 76
30 76
30 75
29 75
29 74
28 74
28 73
28 72
27 72
27 71
26 71
26 70
25 70
25 69
25 68
24 68
24 67
24 66
23 66
23 65
23 64
22 64
22 63
22 62
22 61
22 60
21 60
21 59
21 58
21 57
21 56
21 55
21 54
21 53
21 52
21 51
22 51
22 50
22 49
22 48
23 48
23 47
24 47
24 46
24 45
25 45
25 44
26 44
26 43
27 43
27 42
28 42
28 41
29 41
29 40
30 40
31 40
31 39
32 39
32 38
33 38
34 38
35 38
35 37
36 37
37 37
37 36
38 36
39 36
40 36
41 36
41 35
42 35
43 35
44 35
45 35
46 35
47 35
47 34
48 34
49 34
50 34
51 34
52 34
53 34
54 34
55 34
56 34
57 34
57 35
58 35
59 35
60 35
61 35
62 35
63 35
64 35
64 36
65 36
66 36
67 36
68 36
69 36
69 37
70 37
71 37
72 37
72 38
73 38
74 38
75 38
75 39
76 39
77 39
78 39
78 40
79 40
80 40
80 41
81 41
82 41
82 42
83 42
84 42
84 43
85 43
86 43
86 44
87 44
87 45
88 45
89 45
89 46
90 46
90 47
91 47
92 47
92 48
93 48
93 49
94 49
94 50
95 50
96 50
96 51
97 51
97 52
98 52
98 53
99 53
99 54
100 54
100 55
101 55
101 56
101 57
102 57
102 58
103 58
103 59
104 59
104 60
104 61
105 61
105 62
105 63
106 63
