0 20
0 20
1 20
2 20
3 20
4 20
5 19
6 19
7 19
8 18
9 18
10 17
11 17
12 16
13 15
14 14
15 13
16 12
17 11
17 10
18 9
18 8
19 7
19 6
19 5
20 4
20 3
20 2
20 1
20 0
20 -1
20 -2
20 -3
20 -4
19 -5
19 -6
19 -7
18 -8
18 -9
17 -10
17 -11
16 -12
15 -13
14 -14
13 -15
12 -16
11 -17
10 -17
9 -18
8 -18
7 -19
6 -19
5 -19
4 -20
3 -20
2 -20
1 -20
0 -20
-1 -20
-2 -20
-3 -20
-4 -20
-5 -19
-6 -19
-7 -19
-8 -18
-9 -18
-10 -17
-11 -17
-12 -16
-13 -15
-14 -14
-15 -13
-16 -12
-17 -11
-17 -10
-18 -9
-18 -8
-19 -7
-19 -6
-19 -5
-20 -4
-20 -3
-20 -2
-20 -1
-20 0
-20 1
-20 2
-20 3
-20 4
-19 5
-19 6
-19 7
-18 8
-18 9
-17 10
-17 11
-16 12
-15 13
-14 14
-13 15
-12 16
-11 17
-10 17
-9 18
-8 18
-7 19
-6 19
-5 19
-4 20
-3 20
-2 20
-1 20
0 20
1 20
2 20
3 20
4 20
5 19
6 19
7 19
8 18
9 18
