12 4
11 5
10 5
10 6
10 7
10 8
10 9
10 10
10 11
10 12
11 13
10 14
10 15
10 16
11 17
10 18
10 19
10 20
11 21
10 22
11 23
10 24
10 25
11 26
12 26
13 27
13 28
14 28
15 29
16 30
17 31
18 32
19 32
20 32
21 33
22 34
23 35
24 35
25 36
26 36
27 36
28 36
29 37
30 36
31 36
32 37
33 38
34 38
35 38
36 39
37 39
38 40
39 40
40 40
41 40
42 41
43 41
44 42
45 43
45 44
45 45
45 46
45 47
45 48
45 49
46 50
46 51
45 52
46 53
45 54
46 55
46 56
46 57
46 58
46 59
46 60
46 61
45 62
46 63
46 64
46 65
46 66
46 67
46 68
46 69
47 70
46 71
46 72
47 73
47 74
47 75
47 76
47 77
47 78
47 79
47 80
47 81
47 82
47 83
46 84
45 85
44 84
43 84
42 85
41 85
40 86
39 86
38 86
37 87
36 88
35 87
34 88
33 88
32 89
31 89
30 89
29 89
28 90
27 90
26 91
25 92
24 91
23 92
22 92
21 92
20 93
19 94
18 94
17 94
16 94
15 95
14 95
13 95
12 96
13 96
14 96
15 96
16 96
17 96
18 96
19 96
20 96
21 96
22 96
23 96
24 96
25 96
26 96
27 96
28 96
29 96
30 96
31 96
32 96
33 96
34 96
35 96
36 96
37 96
38 96
39 96
40 96
41 96
42 96
43 96
44 96
45 96
46 96
47 96
48 96
49 96
50 96
51 96
52 96
53 96
54 96
55 96
56 96
57 96
58 96
59 96
60 96
61 96
62 96
63 96
64 96
65 96
66 96
67 96
68 96
69 96
70 96
71 96
72 96
73 96
74 96
75 96
76 96
77 96
78 96
79 96
80 96
81 96
82 96
83 96
84 96
85 96
86 96
87 96
88 96
89 96
90 96
91 96
92 96
91 96
90 95
89 95
88 95
87 94
86 94
85 93
84 92
83 93
82 92
81 92
80 91
79 91
78 91
77 90
76 89
75 89
74 89
73 88
72 88
71 87
70 88
69 87
68 86
67 86
66 85
65 85
64 84
63 84
62 84
61 84
60 83
60 82
60 81
60 80
60 79
60 78
60 77
60 76
60 75
60 74
60 73
60 72
60 71
60 70
60 69
60 68
60 67
60 66
60 65
60 64
60 63
60 62
60 61
60 60
60 59
60 58
60 57
60 56
61 55
60 54
60 53
60 52
61 51
60 50
61 49
61 48
60 47
60 46
61 45
60 44
61 43
61 42
61 41
61 40
62 39
63 40
64 39
65 38
66 38
67 37
68 36
69 36
70 36
71 35
72 35
73 35
74 34
75 33
76 33
77 32
78 31
79 30
80 29
81 29
82 28
83 27
84 26
85 25
85 24
85 23
86 22
86 21
87 20
87 19
87 18
87 17
87 16
87 15
87 14
87 13
87 12
87 11
87 10
87 9
86 8
86 7
86 6
86 5
85 5
84 4
83 4
82 4
81 4
80 4
79 4
78 4
77 4
76 4
75 5
74 4
73 4
72 5
71 5
70 5
69 4
68 4
67 5
66 5
65 5
64 4
63 5
62 5
61 4
60 4
59 5
58 4
57 4
56 5
55 4
54 4
53 5
52 5
51 5
50 4
49 4
48 5
47 5
46 5
45 4
44 5
43 5
42 4
41 4
40 5
39 4
38 4
37 5
36 4
35 5
34 5
33 5
32 5
31 4
30 4
29 4
28 4
27 4
26 4
25 4
24 4
23 5
22 4
21 4
20 4
19 4
18 4
17 4
16 4
15 4
14 4
13 4
12 4
