15 12
14 12
14 11
15 11
16 11
16 12
17 12
17 13
18 13
19 13
19 12
19 11
19 10
20 10
20 11
21 11
21 12
22 12
22 13
23 13
24 13
24 14
25 14
25 15
26 15
26 16
27 16
28 16
28 17
29 17
30 17
30 18
31 18
32 18
32 19
33 19
33 20
34 20
35 20
35 21
36 21
36 22
37 22
37 23
38 23
38 24
39 24
39 25
40 25
41 25
41 26
42 26
43 26
44 26
45 26
45 27
46 27
47 27
48 27
48 28
49 28
50 28
51 28
52 28
52 27
53 27
54 27
55 27
56 27
57 27
58 27
59 27
60 27
61 27
62 27
63 27
64 27
65 27
66 27
67 27
68 27
69 27
70 27
71 27
71 26
72 26
73 26
74 26
75 26
76 26
77 26
77 25
78 25
79 25
80 25
81 25
82 25
83 25
84 25
85 25
86 25
86 26
87 26
88 26
89 26
90 26
90 27
91 27
92 27
93 27
94 27
94 28
95 28
95 29
96 29
96 30
97 30
97 31
98 31
98 32
99 32
99 33
100 33
100 34
100 35
100 36
101 36
101 37
101 38
102 38
102 39
102 40
102 41
103 41
103 42
103 43
103 44
103 45
104 45
104 46
104 47
105 47
105 48
105 49
105 50
106 50
106 51
106 52
107 52
107 53
108 53
109 53
109 54
110 54
110 55
109 55
109 56
108 56
107 56
107 55
106 55
106 54
105 54
104 54
104 53
103 53
103 52
102 52
102 51
102 50
101 50
101 49
101 48
100 48
100 47
100 46
100 45
99 45
99 44
99 43
99 42
98 42
98 43
97 43
97 44
97 45
97 46
97 47
97 48
96 48
96 49
96 50
96 51
95 51
95 52
95 53
95 54
94 54
94 55
94 56
94 57
94 58
94 59
94 60
94 61
95 61
95 62
95 63
94 63
94 64
94 65
94 66
93 66
93 67
93 68
92 68
92 69
91 69
91 70
90 70
90 71
90 72
89 72
89 73
88 73
88 74
87 74
86 74
85 74
84 74
83 74
83 73
82 73
82 72
82 71
83 71
84 71
84 70
84 69
85 69
86 69
86 68
87 68
87 67
88 67
88 66
88 65
88 64
88 63
88 62
88 61
87 61
87 62
86 62
86 63
85 63
85 64
84 64
84 65
83 65
83 66
82 66
82 67
81 67
81 68
80 68
80 69
79 69
78 69
78 70
77 70
76 70
76 69
75 69
74 69
74 68
74 67
74 66
75 66
76 66
77 66
78 66
78 65
79 65
79 64
80 64
80 63
81 63
81 62
82 62
82 61
82 60
81 60
81 59
81 58
80 58
80 57
80 56
79 56
79 55
78 55
78 54
77 54
77 53
77 52
76 52
75 52
74 52
73 52
72 52
71 52
70 52
69 52
68 52
67 52
66 52
65 52
65 53
64 53
63 53
62 53
61 53
60 53
59 53
59 54
58 54
58 55
58 56
58 57
57 57
57 58
57 59
57 60
57 61
56 61
56 62
56 63
56 64
55 64
55 65
55 66
54 66
54 67
54 68
53 68
53 69
53 70
53 71
53 72
53 73
53 74
52 74
52 75
52 76
51 76
51 77
51 78
51 79
50 79
50 80
50 81
49 81
49 82
48 82
47 82
46 82
46 83
45 83
44 83
44 82
43 82
43 81
43 80
43 79
43 78
44 78
45 78
45 77
46 77
46 76
47 76
47 75
48 75
48 74
48 73
48 72
48 71
48 70
48 69
48 68
48 67
47 67
47 66
47 65
47 64
47 63
47 62
46 62
46 63
46 64
45 64
45 65
45 66
45 67
44 67
44 68
44 69
44 70
44 71
44 72
44 73
44 74
43 74
43 75
42 75
42 76
41 76
40 76
39 76
38 76
37 76
36 76
35 76
34 76
34 75
34 74
35 74
35 73
35 72
36 72
36 71
37 71
38 71
38 72
39 72
40 72
40 71
40 70
40 69
40 68
40 67
40 66
40 65
40 64
40 63
40 62
40 61
40 60
40 59
39 59
39 58
39 57
38 57
38 56
38 55
37 55
37 54
37 53
36 53
36 52
36 51
35 51
35 50
34 50
34 49
34 48
33 48
33 47
32 47
32 46
32 45
31 45
31 44
31 43
30 43
30 42
30 41
29 41
29 40
28 40
28 39
27 39
27 38
26 38
25 38
25 37
24 37
23 37
23 36
22 36
21 36
20 36
20 37
19 37
18 37
17 37
16 37
15 37
15 36
14 36
14 35
13 35
12 35
12 34
11 34
11 33
11 32
10 32
10 31
10 30
11 30
11 29
12 29
12 28
12 27
12 26
12 25
12 24
12 23
12 22
13 22
13 21
14 21
14 20
15 20
15 19
16 19
16 18
17 18
17 17
17 16
16 16
16 15
16 14
15 14
15 13
